ConfigName,Variant,RunID,LLVM_Pass,MIR_Pass,BinarySize(Bytes),TotalRuntime(s),CompileTime(s),RunRepeats,Warmup,BenchFile,Status
EXP_DBL_1312,bat,5,sample-loader-inlining,ReferencePropagation,6605672,23.613099,186.970718,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1312,bat,6,sample-loader-inlining,ReferencePropagation,6605672,24.017564,186.970718,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1312,bat,7,sample-loader-inlining,ReferencePropagation,6605672,23.756213,186.970718,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1312,bat,8,sample-loader-inlining,ReferencePropagation,6605672,23.650624,186.970718,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1312,bat,9,sample-loader-inlining,ReferencePropagation,6605672,23.807663,186.970718,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1312,bat,10,sample-loader-inlining,ReferencePropagation,6605672,23.796308,186.970718,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1313,bat,1,thinlto-funcattrs,ReferencePropagation,6605672,23.734277,189.047300,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1313,bat,2,thinlto-funcattrs,ReferencePropagation,6605672,23.909483,189.047300,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1313,bat,3,thinlto-funcattrs,ReferencePropagation,6605672,23.585314,189.047300,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1313,bat,4,thinlto-funcattrs,ReferencePropagation,6605672,23.639809,189.047300,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1313,bat,5,thinlto-funcattrs,ReferencePropagation,6605672,23.686756,189.047300,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1313,bat,6,thinlto-funcattrs,ReferencePropagation,6605672,23.819443,189.047300,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1313,bat,7,thinlto-funcattrs,ReferencePropagation,6605672,24.063260,189.047300,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1313,bat,8,thinlto-funcattrs,ReferencePropagation,6605672,23.903946,189.047300,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1313,bat,9,thinlto-funcattrs,ReferencePropagation,6605672,23.662242,189.047300,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1313,bat,10,thinlto-funcattrs,ReferencePropagation,6605672,23.584943,189.047300,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1314,bat,1,vp,ReferencePropagation,6605672,23.793787,187.242775,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1314,bat,2,vp,ReferencePropagation,6605672,23.803806,187.242775,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1314,bat,3,vp,ReferencePropagation,6605672,23.670017,187.242775,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1314,bat,4,vp,ReferencePropagation,6605672,23.682167,187.242775,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1314,bat,5,vp,ReferencePropagation,6605672,23.900320,187.242775,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1314,bat,6,vp,ReferencePropagation,6605672,24.048408,187.242775,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1314,bat,7,vp,ReferencePropagation,6605672,24.112958,187.242775,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1314,bat,8,vp,ReferencePropagation,6605672,23.934706,187.242775,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1314,bat,9,vp,ReferencePropagation,6605672,23.717742,187.242775,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1314,bat,10,vp,ReferencePropagation,6605672,23.648918,187.242775,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1315,bat,1,whole-program-visibility,ReferencePropagation,6605672,23.249490,187.104364,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1315,bat,2,whole-program-visibility,ReferencePropagation,6605672,23.699029,187.104364,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1315,bat,3,whole-program-visibility,ReferencePropagation,6605672,23.389936,187.104364,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1315,bat,4,whole-program-visibility,ReferencePropagation,6605672,23.308912,187.104364,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1315,bat,5,whole-program-visibility,ReferencePropagation,6605672,23.325218,187.104364,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1315,bat,6,whole-program-visibility,ReferencePropagation,6605672,23.499354,187.104364,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1315,bat,7,whole-program-visibility,ReferencePropagation,6605672,23.870148,187.104364,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1315,bat,8,whole-program-visibility,ReferencePropagation,6605672,23.258313,187.104364,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1315,bat,9,whole-program-visibility,ReferencePropagation,6605672,23.183710,187.104364,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1315,bat,10,whole-program-visibility,ReferencePropagation,6605672,23.389470,187.104364,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1316,bat,1,2addr-hack,ReferencePropagation,6605672,23.349859,187.576200,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1316,bat,2,2addr-hack,ReferencePropagation,6605672,23.486831,187.576200,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1316,bat,3,2addr-hack,ReferencePropagation,6605672,23.264585,187.576200,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1316,bat,4,2addr-hack,ReferencePropagation,6605672,23.439493,187.576200,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1316,bat,5,2addr-hack,ReferencePropagation,6605672,23.292890,187.576200,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1316,bat,6,2addr-hack,ReferencePropagation,6605672,23.294332,187.576200,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1316,bat,7,2addr-hack,ReferencePropagation,6605672,23.437608,187.576200,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1316,bat,8,2addr-hack,ReferencePropagation,6605672,23.257283,187.576200,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1316,bat,9,2addr-hack,ReferencePropagation,6605672,23.448836,187.576200,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1316,bat,10,2addr-hack,ReferencePropagation,6605672,23.300145,187.576200,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1317,bat,1,cgp,ReferencePropagation,6682024,24.465248,190.846399,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1317,bat,2,cgp,ReferencePropagation,6682024,24.304832,190.846399,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1317,bat,3,cgp,ReferencePropagation,6682024,24.121807,190.846399,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1317,bat,4,cgp,ReferencePropagation,6682024,24.215390,190.846399,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1317,bat,5,cgp,ReferencePropagation,6682024,24.011158,190.846399,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1317,bat,6,cgp,ReferencePropagation,6682024,24.096367,190.846399,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1317,bat,7,cgp,ReferencePropagation,6682024,24.299851,190.846399,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1317,bat,8,cgp,ReferencePropagation,6682024,24.282938,190.846399,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1317,bat,9,cgp,ReferencePropagation,6682024,23.956001,190.846399,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1317,bat,10,cgp,ReferencePropagation,6682024,23.866933,190.846399,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1318,bat,1,cgp-gc-opts,ReferencePropagation,6605672,23.526486,187.523288,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1318,bat,2,cgp-gc-opts,ReferencePropagation,6605672,24.065959,187.523288,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1318,bat,3,cgp-gc-opts,ReferencePropagation,6605672,23.831639,187.523288,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1318,bat,4,cgp-gc-opts,ReferencePropagation,6605672,24.034504,187.523288,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1318,bat,5,cgp-gc-opts,ReferencePropagation,6605672,23.690172,187.523288,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1318,bat,6,cgp-gc-opts,ReferencePropagation,6605672,23.565919,187.523288,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1318,bat,7,cgp-gc-opts,ReferencePropagation,6605672,23.754637,187.523288,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1318,bat,8,cgp-gc-opts,ReferencePropagation,6605672,24.054839,187.523288,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1318,bat,9,cgp-gc-opts,ReferencePropagation,6605672,24.040540,187.523288,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1318,bat,10,cgp-gc-opts,ReferencePropagation,6605672,23.534291,187.523288,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1319,bat,1,complex-addr-modes,ReferencePropagation,6605736,23.689045,188.429573,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1319,bat,2,complex-addr-modes,ReferencePropagation,6605736,23.736787,188.429573,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1319,bat,3,complex-addr-modes,ReferencePropagation,6605736,24.146548,188.429573,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1319,bat,4,complex-addr-modes,ReferencePropagation,6605736,23.820894,188.429573,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1319,bat,5,complex-addr-modes,ReferencePropagation,6605736,23.679758,188.429573,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1319,bat,6,complex-addr-modes,ReferencePropagation,6605736,23.718449,188.429573,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1319,bat,7,complex-addr-modes,ReferencePropagation,6605736,23.745376,188.429573,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1319,bat,8,complex-addr-modes,ReferencePropagation,6605736,23.927041,188.429573,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1319,bat,9,complex-addr-modes,ReferencePropagation,6605736,24.041058,188.429573,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1319,bat,10,complex-addr-modes,ReferencePropagation,6605736,23.826142,188.429573,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1320,bat,1,dfa-sched,ReferencePropagation,6605672,23.168905,187.258680,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1320,bat,2,dfa-sched,ReferencePropagation,6605672,23.227461,187.258680,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1320,bat,3,dfa-sched,ReferencePropagation,6605672,23.569283,187.258680,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1320,bat,4,dfa-sched,ReferencePropagation,6605672,23.555362,187.258680,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1320,bat,5,dfa-sched,ReferencePropagation,6605672,23.277658,187.258680,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1320,bat,6,dfa-sched,ReferencePropagation,6605672,23.224864,187.258680,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1320,bat,7,dfa-sched,ReferencePropagation,6605672,23.447949,187.258680,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1320,bat,8,dfa-sched,ReferencePropagation,6605672,23.667427,187.258680,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1320,bat,9,dfa-sched,ReferencePropagation,6605672,23.329809,187.258680,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1320,bat,10,dfa-sched,ReferencePropagation,6605672,23.176049,187.258680,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1321,bat,1,i2p-p2i-opt,ReferencePropagation,6608520,23.416904,187.870447,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1321,bat,2,i2p-p2i-opt,ReferencePropagation,6608520,23.503936,187.870447,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1321,bat,3,i2p-p2i-opt,ReferencePropagation,6608520,23.801289,187.870447,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1321,bat,4,i2p-p2i-opt,ReferencePropagation,6608520,23.854855,187.870447,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1321,bat,5,i2p-p2i-opt,ReferencePropagation,6608520,23.679555,187.870447,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1321,bat,6,i2p-p2i-opt,ReferencePropagation,6608520,23.358885,187.870447,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1321,bat,7,i2p-p2i-opt,ReferencePropagation,6608520,23.566900,187.870447,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1321,bat,8,i2p-p2i-opt,ReferencePropagation,6608520,23.479158,187.870447,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1321,bat,9,i2p-p2i-opt,ReferencePropagation,6608520,23.280425,187.870447,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1321,bat,10,i2p-p2i-opt,ReferencePropagation,6608520,23.412615,187.870447,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1322,bat,1,mr-partial-inlining,ReferencePropagation,6605672,23.161309,187.544509,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1322,bat,2,mr-partial-inlining,ReferencePropagation,6605672,23.358731,187.544509,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1322,bat,3,mr-partial-inlining,ReferencePropagation,6605672,23.457023,187.544509,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1322,bat,4,mr-partial-inlining,ReferencePropagation,6605672,23.382617,187.544509,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1322,bat,5,mr-partial-inlining,ReferencePropagation,6605672,23.344506,187.544509,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1322,bat,6,mr-partial-inlining,ReferencePropagation,6605672,24.070690,187.544509,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1322,bat,7,mr-partial-inlining,ReferencePropagation,6605672,23.526247,187.544509,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1322,bat,8,mr-partial-inlining,ReferencePropagation,6605672,23.764483,187.544509,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1322,bat,9,mr-partial-inlining,ReferencePropagation,6605672,23.542745,187.544509,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1322,bat,10,mr-partial-inlining,ReferencePropagation,6605672,23.190241,187.544509,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1323,bat,1,partial-inlining,ReferencePropagation,6605672,23.394133,187.531812,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1323,bat,2,partial-inlining,ReferencePropagation,6605672,23.817666,187.531812,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1323,bat,3,partial-inlining,ReferencePropagation,6605672,23.492289,187.531812,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1323,bat,4,partial-inlining,ReferencePropagation,6605672,23.180742,187.531812,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1323,bat,5,partial-inlining,ReferencePropagation,6605672,23.275901,187.531812,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1323,bat,6,partial-inlining,ReferencePropagation,6605672,23.307674,187.531812,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1323,bat,7,partial-inlining,ReferencePropagation,6605672,23.475754,187.531812,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1323,bat,8,partial-inlining,ReferencePropagation,6605672,23.270663,187.531812,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1323,bat,9,partial-inlining,ReferencePropagation,6605672,23.429707,187.531812,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1323,bat,10,partial-inlining,ReferencePropagation,6605672,23.284674,187.531812,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1324,bat,1,partial-libcall-inlining,ReferencePropagation,6605672,23.580654,187.186142,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1324,bat,2,partial-libcall-inlining,ReferencePropagation,6605672,23.796528,187.186142,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1324,bat,3,partial-libcall-inlining,ReferencePropagation,6605672,24.025704,187.186142,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1324,bat,4,partial-libcall-inlining,ReferencePropagation,6605672,23.572651,187.186142,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1324,bat,5,partial-libcall-inlining,ReferencePropagation,6605672,23.534518,187.186142,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1324,bat,6,partial-libcall-inlining,ReferencePropagation,6605672,23.849585,187.186142,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1324,bat,7,partial-libcall-inlining,ReferencePropagation,6605672,24.056849,187.186142,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1324,bat,8,partial-libcall-inlining,ReferencePropagation,6605672,23.899781,187.186142,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1324,bat,9,partial-libcall-inlining,ReferencePropagation,6605672,23.786631,187.186142,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1324,bat,10,partial-libcall-inlining,ReferencePropagation,6605672,23.643197,187.186142,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1325,bat,1,peephole,ReferencePropagation,6682440,23.302131,187.594293,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1325,bat,2,peephole,ReferencePropagation,6682440,23.784158,187.594293,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1325,bat,3,peephole,ReferencePropagation,6682440,23.433665,187.594293,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1325,bat,4,peephole,ReferencePropagation,6682440,23.747658,187.594293,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1325,bat,5,peephole,ReferencePropagation,6682440,23.194118,187.594293,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1325,bat,6,peephole,ReferencePropagation,6682440,23.591544,187.594293,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1325,bat,7,peephole,ReferencePropagation,6682440,23.645351,187.594293,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1325,bat,8,peephole,ReferencePropagation,6682440,23.319030,187.594293,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1325,bat,9,peephole,ReferencePropagation,6682440,23.417139,187.594293,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1325,bat,10,peephole,ReferencePropagation,6682440,23.494944,187.594293,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1326,bat,1,post-ra,ReferencePropagation,6605672,23.676432,187.516344,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1326,bat,2,post-ra,ReferencePropagation,6605672,23.846092,187.516344,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1326,bat,3,post-ra,ReferencePropagation,6605672,23.967097,187.516344,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1326,bat,4,post-ra,ReferencePropagation,6605672,23.779161,187.516344,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1326,bat,5,post-ra,ReferencePropagation,6605672,23.856989,187.516344,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1326,bat,6,post-ra,ReferencePropagation,6605672,23.505009,187.516344,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1326,bat,7,post-ra,ReferencePropagation,6605672,23.821481,187.516344,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1326,bat,8,post-ra,ReferencePropagation,6605672,24.000091,187.516344,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1326,bat,9,post-ra,ReferencePropagation,6605672,23.932335,187.516344,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1326,bat,10,post-ra,ReferencePropagation,6605672,23.561555,187.516344,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1327,bat,1,spill-fusing,ReferencePropagation,6633416,23.623253,187.410913,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1327,bat,2,spill-fusing,ReferencePropagation,6633416,23.666924,187.410913,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1327,bat,3,spill-fusing,ReferencePropagation,6633416,23.579057,187.410913,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1327,bat,4,spill-fusing,ReferencePropagation,6633416,23.426576,187.410913,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1327,bat,5,spill-fusing,ReferencePropagation,6633416,23.332636,187.410913,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1327,bat,6,spill-fusing,ReferencePropagation,6633416,23.629964,187.410913,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1327,bat,7,spill-fusing,ReferencePropagation,6633416,23.541206,187.410913,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1327,bat,8,spill-fusing,ReferencePropagation,6633416,23.495035,187.410913,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1327,bat,9,spill-fusing,ReferencePropagation,6633416,23.513981,187.410913,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1327,bat,10,spill-fusing,ReferencePropagation,6633416,23.668310,187.410913,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1328,bat,1,strictnode-mutation,ReferencePropagation,6605672,23.394636,187.631628,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1328,bat,2,strictnode-mutation,ReferencePropagation,6605672,23.378158,187.631628,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1328,bat,3,strictnode-mutation,ReferencePropagation,6605672,23.452442,187.631628,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1328,bat,4,strictnode-mutation,ReferencePropagation,6605672,23.233868,187.631628,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1328,bat,5,strictnode-mutation,ReferencePropagation,6605672,23.239958,187.631628,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1328,bat,6,strictnode-mutation,ReferencePropagation,6605672,23.256165,187.631628,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1328,bat,7,strictnode-mutation,ReferencePropagation,6605672,23.484632,187.631628,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1328,bat,8,strictnode-mutation,ReferencePropagation,6605672,23.332464,187.631628,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1328,bat,9,strictnode-mutation,ReferencePropagation,6605672,23.199371,187.631628,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1328,bat,10,strictnode-mutation,ReferencePropagation,6605672,23.303253,187.631628,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1329,bat,1,binop-extract-shuffle,ScalarReplacementOfAggregates,6603656,23.546237,187.402885,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1329,bat,2,binop-extract-shuffle,ScalarReplacementOfAggregates,6603656,23.391026,187.402885,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1329,bat,3,binop-extract-shuffle,ScalarReplacementOfAggregates,6603656,23.457067,187.402885,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1329,bat,4,binop-extract-shuffle,ScalarReplacementOfAggregates,6603656,23.137413,187.402885,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1329,bat,5,binop-extract-shuffle,ScalarReplacementOfAggregates,6603656,23.341838,187.402885,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1329,bat,6,binop-extract-shuffle,ScalarReplacementOfAggregates,6603656,23.333467,187.402885,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1329,bat,7,binop-extract-shuffle,ScalarReplacementOfAggregates,6603656,23.621813,187.402885,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1329,bat,8,binop-extract-shuffle,ScalarReplacementOfAggregates,6603656,23.216978,187.402885,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
EXP_DBL_1329,bat,9,binop-extract-shuffle,ScalarReplacementOfAggregates,6603656,23.185063,187.402885,1,1,/root/MIR_LLVM/bat/benchmark_data.rs,Success
