Experiment_ID,Type,LLVM_Arg,MIR_Pass,RUSTFLAGS,Description
EXP_DBL_1380,Double_Disable,-disable-preinline,ScalarReplacementOfAggregates,-C llvm-args=-disable-preinline -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-preinline AND MIR ScalarReplacementOfAggregates
EXP_DBL_1381,Double_Disable,-disable-select-optimize,ScalarReplacementOfAggregates,-C llvm-args=-disable-select-optimize -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-select-optimize AND MIR ScalarReplacementOfAggregates
EXP_DBL_1382,Double_Disable,-disable-ssc,ScalarReplacementOfAggregates,-C llvm-args=-disable-ssc -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-ssc AND MIR ScalarReplacementOfAggregates
EXP_DBL_1383,Double_Disable,-disable-type-promotion,ScalarReplacementOfAggregates,-C llvm-args=-disable-type-promotion -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-type-promotion AND MIR ScalarReplacementOfAggregates
EXP_DBL_1384,Double_Disable,-disable-auto-upgrade-debug-info,ScalarReplacementOfAggregates,-C llvm-args=-disable-auto-upgrade-debug-info -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-auto-upgrade-debug-info AND MIR ScalarReplacementOfAggregates
EXP_DBL_1385,Double_Disable,-disable-bitcode-version-upgrade,ScalarReplacementOfAggregates,-C llvm-args=-disable-bitcode-version-upgrade -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-bitcode-version-upgrade AND MIR ScalarReplacementOfAggregates
EXP_DBL_1386,Double_Disable,-disable-cfi-fixup,ScalarReplacementOfAggregates,-C llvm-args=-disable-cfi-fixup -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-cfi-fixup AND MIR ScalarReplacementOfAggregates
EXP_DBL_1387,Double_Disable,-disable-cgdata-for-merging,ScalarReplacementOfAggregates,-C llvm-args=-disable-cgdata-for-merging -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-cgdata-for-merging AND MIR ScalarReplacementOfAggregates
EXP_DBL_1388,Double_Disable,-disable-global-outlining,ScalarReplacementOfAggregates,-C llvm-args=-disable-global-outlining -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-global-outlining AND MIR ScalarReplacementOfAggregates
EXP_DBL_1389,Double_Disable,-disable-last-run-tracking,ScalarReplacementOfAggregates,-C llvm-args=-disable-last-run-tracking -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-last-run-tracking AND MIR ScalarReplacementOfAggregates
EXP_DBL_1390,Double_Disable,-disable-layout-fsprofile-loader,ScalarReplacementOfAggregates,-C llvm-args=-disable-layout-fsprofile-loader -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-layout-fsprofile-loader AND MIR ScalarReplacementOfAggregates
EXP_DBL_1391,Double_Disable,-disable-nofree-inference,ScalarReplacementOfAggregates,-C llvm-args=-disable-nofree-inference -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-nofree-inference AND MIR ScalarReplacementOfAggregates
EXP_DBL_1392,Double_Disable,-disable-nounwind-inference,ScalarReplacementOfAggregates,-C llvm-args=-disable-nounwind-inference -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-nounwind-inference AND MIR ScalarReplacementOfAggregates
EXP_DBL_1393,Double_Disable,-disable-ondemand-mds-loading,ScalarReplacementOfAggregates,-C llvm-args=-disable-ondemand-mds-loading -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-ondemand-mds-loading AND MIR ScalarReplacementOfAggregates
EXP_DBL_1394,Double_Disable,-disable-ra-fsprofile-loader,ScalarReplacementOfAggregates,-C llvm-args=-disable-ra-fsprofile-loader -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-ra-fsprofile-loader AND MIR ScalarReplacementOfAggregates
EXP_DBL_1395,Double_Disable,-disable-sample-loader-inlining,ScalarReplacementOfAggregates,-C llvm-args=-disable-sample-loader-inlining -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-sample-loader-inlining AND MIR ScalarReplacementOfAggregates
EXP_DBL_1396,Double_Disable,-disable-thinlto-funcattrs,ScalarReplacementOfAggregates,-C llvm-args=-disable-thinlto-funcattrs -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-thinlto-funcattrs AND MIR ScalarReplacementOfAggregates
EXP_DBL_1397,Double_Disable,-disable-vp,ScalarReplacementOfAggregates,-C llvm-args=-disable-vp -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-vp AND MIR ScalarReplacementOfAggregates
EXP_DBL_1398,Double_Disable,-disable-whole-program-visibility,ScalarReplacementOfAggregates,-C llvm-args=-disable-whole-program-visibility -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-whole-program-visibility AND MIR ScalarReplacementOfAggregates
EXP_DBL_1399,Double_Disable,-disable-2addr-hack,ScalarReplacementOfAggregates,-C llvm-args=-disable-2addr-hack -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-2addr-hack AND MIR ScalarReplacementOfAggregates
EXP_DBL_1400,Double_Disable,-disable-cgp,ScalarReplacementOfAggregates,-C llvm-args=-disable-cgp -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-cgp AND MIR ScalarReplacementOfAggregates
EXP_DBL_1401,Double_Disable,-disable-cgp-gc-opts,ScalarReplacementOfAggregates,-C llvm-args=-disable-cgp-gc-opts -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-cgp-gc-opts AND MIR ScalarReplacementOfAggregates
EXP_DBL_1402,Double_Disable,-disable-complex-addr-modes,ScalarReplacementOfAggregates,-C llvm-args=-disable-complex-addr-modes -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-complex-addr-modes AND MIR ScalarReplacementOfAggregates
EXP_DBL_1403,Double_Disable,-disable-dfa-sched,ScalarReplacementOfAggregates,-C llvm-args=-disable-dfa-sched -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-dfa-sched AND MIR ScalarReplacementOfAggregates
EXP_DBL_1404,Double_Disable,-disable-i2p-p2i-opt,ScalarReplacementOfAggregates,-C llvm-args=-disable-i2p-p2i-opt -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-i2p-p2i-opt AND MIR ScalarReplacementOfAggregates
EXP_DBL_1405,Double_Disable,-disable-mr-partial-inlining,ScalarReplacementOfAggregates,-C llvm-args=-disable-mr-partial-inlining -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-mr-partial-inlining AND MIR ScalarReplacementOfAggregates
EXP_DBL_1406,Double_Disable,-disable-partial-inlining,ScalarReplacementOfAggregates,-C llvm-args=-disable-partial-inlining -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-partial-inlining AND MIR ScalarReplacementOfAggregates
EXP_DBL_1407,Double_Disable,-disable-partial-libcall-inlining,ScalarReplacementOfAggregates,-C llvm-args=-disable-partial-libcall-inlining -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-partial-libcall-inlining AND MIR ScalarReplacementOfAggregates
EXP_DBL_1408,Double_Disable,-disable-peephole,ScalarReplacementOfAggregates,-C llvm-args=-disable-peephole -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-peephole AND MIR ScalarReplacementOfAggregates
EXP_DBL_1409,Double_Disable,-disable-post-ra,ScalarReplacementOfAggregates,-C llvm-args=-disable-post-ra -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-post-ra AND MIR ScalarReplacementOfAggregates
EXP_DBL_1410,Double_Disable,-disable-spill-fusing,ScalarReplacementOfAggregates,-C llvm-args=-disable-spill-fusing -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-spill-fusing AND MIR ScalarReplacementOfAggregates
EXP_DBL_1411,Double_Disable,-disable-strictnode-mutation,ScalarReplacementOfAggregates,-C llvm-args=-disable-strictnode-mutation -Z mir-enable-passes=-ScalarReplacementOfAggregates,Disable LLVM -disable-strictnode-mutation AND MIR ScalarReplacementOfAggregates
EXP_DBL_1412,Double_Disable,-disable-binop-extract-shuffle,SingleUseConsts,-C llvm-args=-disable-binop-extract-shuffle -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-binop-extract-shuffle AND MIR SingleUseConsts
EXP_DBL_1413,Double_Disable,-disable-expand-reductions,SingleUseConsts,-C llvm-args=-disable-expand-reductions -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-expand-reductions AND MIR SingleUseConsts
EXP_DBL_1414,Double_Disable,-disable-interleaved-load-combine,SingleUseConsts,-C llvm-args=-disable-interleaved-load-combine -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-interleaved-load-combine AND MIR SingleUseConsts
EXP_DBL_1415,Double_Disable,-disable-loop-idiom-vectorize-all,SingleUseConsts,-C llvm-args=-disable-loop-idiom-vectorize-all -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-loop-idiom-vectorize-all AND MIR SingleUseConsts
EXP_DBL_1416,Double_Disable,-disable-loop-idiom-vectorize-bytecmp,SingleUseConsts,-C llvm-args=-disable-loop-idiom-vectorize-bytecmp -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-loop-idiom-vectorize-bytecmp AND MIR SingleUseConsts
EXP_DBL_1417,Double_Disable,-disable-promote-alloca-to-vector,SingleUseConsts,-C llvm-args=-disable-promote-alloca-to-vector -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-promote-alloca-to-vector AND MIR SingleUseConsts
EXP_DBL_1418,Double_Disable,-disable-replace-with-vec-lib,SingleUseConsts,-C llvm-args=-disable-replace-with-vec-lib -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-replace-with-vec-lib AND MIR SingleUseConsts
EXP_DBL_1419,Double_Disable,-disable-vector-combine,SingleUseConsts,-C llvm-args=-disable-vector-combine -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-vector-combine AND MIR SingleUseConsts
EXP_DBL_1420,Double_Disable,-disable-advanced-peeling,SingleUseConsts,-C llvm-args=-disable-advanced-peeling -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-advanced-peeling AND MIR SingleUseConsts
EXP_DBL_1421,Double_Disable,-disable-lftr,SingleUseConsts,-C llvm-args=-disable-lftr -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-lftr AND MIR SingleUseConsts
EXP_DBL_1422,Double_Disable,-disable-licm-promotion,SingleUseConsts,-C llvm-args=-disable-licm-promotion -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-licm-promotion AND MIR SingleUseConsts
EXP_DBL_1423,Double_Disable,-disable-loop-level-heuristics,SingleUseConsts,-C llvm-args=-disable-loop-level-heuristics -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-loop-level-heuristics AND MIR SingleUseConsts
EXP_DBL_1424,Double_Disable,-disable-lsr,SingleUseConsts,-C llvm-args=-disable-lsr -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-lsr AND MIR SingleUseConsts
EXP_DBL_1425,Double_Disable,-disable-machine-licm,SingleUseConsts,-C llvm-args=-disable-machine-licm -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-machine-licm AND MIR SingleUseConsts
EXP_DBL_1426,Double_Disable,-disable-postra-machine-licm,SingleUseConsts,-C llvm-args=-disable-postra-machine-licm -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-postra-machine-licm AND MIR SingleUseConsts
EXP_DBL_1427,Double_Disable,-disable-preheader-prot,SingleUseConsts,-C llvm-args=-disable-preheader-prot -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-preheader-prot AND MIR SingleUseConsts
EXP_DBL_1428,Double_Disable,-disable-block-placement,SingleUseConsts,-C llvm-args=-disable-block-placement -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-block-placement AND MIR SingleUseConsts
EXP_DBL_1429,Double_Disable,-disable-branch-fold,SingleUseConsts,-C llvm-args=-disable-branch-fold -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-branch-fold AND MIR SingleUseConsts
EXP_DBL_1430,Double_Disable,-disable-cgp-branch-opts,SingleUseConsts,-C llvm-args=-disable-cgp-branch-opts -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-cgp-branch-opts AND MIR SingleUseConsts
EXP_DBL_1431,Double_Disable,-disable-cgp-select2branch,SingleUseConsts,-C llvm-args=-disable-cgp-select2branch -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-cgp-select2branch AND MIR SingleUseConsts
EXP_DBL_1432,Double_Disable,-disable-chr,SingleUseConsts,-C llvm-args=-disable-chr -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-chr AND MIR SingleUseConsts
EXP_DBL_1433,Double_Disable,-disable-early-ifcvt,SingleUseConsts,-C llvm-args=-disable-early-ifcvt -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-early-ifcvt AND MIR SingleUseConsts
EXP_DBL_1434,Double_Disable,-disable-early-taildup,SingleUseConsts,-C llvm-args=-disable-early-taildup -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-early-taildup AND MIR SingleUseConsts
EXP_DBL_1435,Double_Disable,-disable-ifcvt-diamond,SingleUseConsts,-C llvm-args=-disable-ifcvt-diamond -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-ifcvt-diamond AND MIR SingleUseConsts
EXP_DBL_1436,Double_Disable,-disable-ifcvt-forked-diamond,SingleUseConsts,-C llvm-args=-disable-ifcvt-forked-diamond -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-ifcvt-forked-diamond AND MIR SingleUseConsts
EXP_DBL_1437,Double_Disable,-disable-ifcvt-simple,SingleUseConsts,-C llvm-args=-disable-ifcvt-simple -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-ifcvt-simple AND MIR SingleUseConsts
EXP_DBL_1438,Double_Disable,-disable-ifcvt-simple-false,SingleUseConsts,-C llvm-args=-disable-ifcvt-simple-false -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-ifcvt-simple-false AND MIR SingleUseConsts
EXP_DBL_1439,Double_Disable,-disable-ifcvt-triangle,SingleUseConsts,-C llvm-args=-disable-ifcvt-triangle -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-ifcvt-triangle AND MIR SingleUseConsts
EXP_DBL_1440,Double_Disable,-disable-ifcvt-triangle-false,SingleUseConsts,-C llvm-args=-disable-ifcvt-triangle-false -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-ifcvt-triangle-false AND MIR SingleUseConsts
EXP_DBL_1441,Double_Disable,-disable-ifcvt-triangle-rev,SingleUseConsts,-C llvm-args=-disable-ifcvt-triangle-rev -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-ifcvt-triangle-rev AND MIR SingleUseConsts
EXP_DBL_1442,Double_Disable,-disable-tail-calls,SingleUseConsts,-C llvm-args=-disable-tail-calls -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-tail-calls AND MIR SingleUseConsts
EXP_DBL_1443,Double_Disable,-disable-tail-duplicate,SingleUseConsts,-C llvm-args=-disable-tail-duplicate -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-tail-duplicate AND MIR SingleUseConsts
EXP_DBL_1444,Double_Disable,-disable-cgp-ext-ld-promotion,SingleUseConsts,-C llvm-args=-disable-cgp-ext-ld-promotion -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-cgp-ext-ld-promotion AND MIR SingleUseConsts
EXP_DBL_1445,Double_Disable,-disable-cgp-store-extract,SingleUseConsts,-C llvm-args=-disable-cgp-store-extract -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-cgp-store-extract AND MIR SingleUseConsts
EXP_DBL_1446,Double_Disable,-disable-memop-opt,SingleUseConsts,-C llvm-args=-disable-memop-opt -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-memop-opt AND MIR SingleUseConsts
EXP_DBL_1447,Double_Disable,-disable-separate-const-offset-from-gep,SingleUseConsts,-C llvm-args=-disable-separate-const-offset-from-gep -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-separate-const-offset-from-gep AND MIR SingleUseConsts
EXP_DBL_1448,Double_Disable,-disable-adv-copy-opt,SingleUseConsts,-C llvm-args=-disable-adv-copy-opt -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-adv-copy-opt AND MIR SingleUseConsts
EXP_DBL_1449,Double_Disable,-disable-cgp-delete-phis,SingleUseConsts,-C llvm-args=-disable-cgp-delete-phis -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-cgp-delete-phis AND MIR SingleUseConsts
EXP_DBL_1450,Double_Disable,-disable-cleanups,SingleUseConsts,-C llvm-args=-disable-cleanups -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-cleanups AND MIR SingleUseConsts
EXP_DBL_1451,Double_Disable,-disable-constant-hoisting,SingleUseConsts,-C llvm-args=-disable-constant-hoisting -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-constant-hoisting AND MIR SingleUseConsts
EXP_DBL_1452,Double_Disable,-disable-copyprop,SingleUseConsts,-C llvm-args=-disable-copyprop -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-copyprop AND MIR SingleUseConsts
EXP_DBL_1453,Double_Disable,-disable-demotion,SingleUseConsts,-C llvm-args=-disable-demotion -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-demotion AND MIR SingleUseConsts
EXP_DBL_1454,Double_Disable,-disable-gep-const-evaluation,SingleUseConsts,-C llvm-args=-disable-gep-const-evaluation -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-gep-const-evaluation AND MIR SingleUseConsts
EXP_DBL_1455,Double_Disable,-disable-icp,SingleUseConsts,-C llvm-args=-disable-icp -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-icp AND MIR SingleUseConsts
EXP_DBL_1456,Double_Disable,-disable-machine-cse,SingleUseConsts,-C llvm-args=-disable-machine-cse -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-machine-cse AND MIR SingleUseConsts
EXP_DBL_1457,Double_Disable,-disable-machine-dce,SingleUseConsts,-C llvm-args=-disable-machine-dce -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-machine-dce AND MIR SingleUseConsts
EXP_DBL_1458,Double_Disable,-disable-machine-sink,SingleUseConsts,-C llvm-args=-disable-machine-sink -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-machine-sink AND MIR SingleUseConsts
EXP_DBL_1459,Double_Disable,-disable-mergeicmps,SingleUseConsts,-C llvm-args=-disable-mergeicmps -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-mergeicmps AND MIR SingleUseConsts
EXP_DBL_1460,Double_Disable,-disable-non-allocatable-phys-copy-opt,SingleUseConsts,-C llvm-args=-disable-non-allocatable-phys-copy-opt -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-non-allocatable-phys-copy-opt AND MIR SingleUseConsts
EXP_DBL_1461,Double_Disable,-disable-phi-elim-edge-splitting,SingleUseConsts,-C llvm-args=-disable-phi-elim-edge-splitting -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-phi-elim-edge-splitting AND MIR SingleUseConsts
EXP_DBL_1462,Double_Disable,-disable-postra-machine-sink,SingleUseConsts,-C llvm-args=-disable-postra-machine-sink -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-postra-machine-sink AND MIR SingleUseConsts
EXP_DBL_1463,Double_Disable,-disable-preinline,SingleUseConsts,-C llvm-args=-disable-preinline -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-preinline AND MIR SingleUseConsts
EXP_DBL_1464,Double_Disable,-disable-select-optimize,SingleUseConsts,-C llvm-args=-disable-select-optimize -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-select-optimize AND MIR SingleUseConsts
EXP_DBL_1465,Double_Disable,-disable-ssc,SingleUseConsts,-C llvm-args=-disable-ssc -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-ssc AND MIR SingleUseConsts
EXP_DBL_1466,Double_Disable,-disable-type-promotion,SingleUseConsts,-C llvm-args=-disable-type-promotion -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-type-promotion AND MIR SingleUseConsts
EXP_DBL_1467,Double_Disable,-disable-auto-upgrade-debug-info,SingleUseConsts,-C llvm-args=-disable-auto-upgrade-debug-info -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-auto-upgrade-debug-info AND MIR SingleUseConsts
EXP_DBL_1468,Double_Disable,-disable-bitcode-version-upgrade,SingleUseConsts,-C llvm-args=-disable-bitcode-version-upgrade -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-bitcode-version-upgrade AND MIR SingleUseConsts
EXP_DBL_1469,Double_Disable,-disable-cfi-fixup,SingleUseConsts,-C llvm-args=-disable-cfi-fixup -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-cfi-fixup AND MIR SingleUseConsts
EXP_DBL_1470,Double_Disable,-disable-cgdata-for-merging,SingleUseConsts,-C llvm-args=-disable-cgdata-for-merging -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-cgdata-for-merging AND MIR SingleUseConsts
EXP_DBL_1471,Double_Disable,-disable-global-outlining,SingleUseConsts,-C llvm-args=-disable-global-outlining -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-global-outlining AND MIR SingleUseConsts
EXP_DBL_1472,Double_Disable,-disable-last-run-tracking,SingleUseConsts,-C llvm-args=-disable-last-run-tracking -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-last-run-tracking AND MIR SingleUseConsts
EXP_DBL_1473,Double_Disable,-disable-layout-fsprofile-loader,SingleUseConsts,-C llvm-args=-disable-layout-fsprofile-loader -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-layout-fsprofile-loader AND MIR SingleUseConsts
EXP_DBL_1474,Double_Disable,-disable-nofree-inference,SingleUseConsts,-C llvm-args=-disable-nofree-inference -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-nofree-inference AND MIR SingleUseConsts
EXP_DBL_1475,Double_Disable,-disable-nounwind-inference,SingleUseConsts,-C llvm-args=-disable-nounwind-inference -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-nounwind-inference AND MIR SingleUseConsts
EXP_DBL_1476,Double_Disable,-disable-ondemand-mds-loading,SingleUseConsts,-C llvm-args=-disable-ondemand-mds-loading -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-ondemand-mds-loading AND MIR SingleUseConsts
EXP_DBL_1477,Double_Disable,-disable-ra-fsprofile-loader,SingleUseConsts,-C llvm-args=-disable-ra-fsprofile-loader -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-ra-fsprofile-loader AND MIR SingleUseConsts
EXP_DBL_1478,Double_Disable,-disable-sample-loader-inlining,SingleUseConsts,-C llvm-args=-disable-sample-loader-inlining -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-sample-loader-inlining AND MIR SingleUseConsts
EXP_DBL_1479,Double_Disable,-disable-thinlto-funcattrs,SingleUseConsts,-C llvm-args=-disable-thinlto-funcattrs -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-thinlto-funcattrs AND MIR SingleUseConsts
EXP_DBL_1480,Double_Disable,-disable-vp,SingleUseConsts,-C llvm-args=-disable-vp -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-vp AND MIR SingleUseConsts
EXP_DBL_1481,Double_Disable,-disable-whole-program-visibility,SingleUseConsts,-C llvm-args=-disable-whole-program-visibility -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-whole-program-visibility AND MIR SingleUseConsts
EXP_DBL_1482,Double_Disable,-disable-2addr-hack,SingleUseConsts,-C llvm-args=-disable-2addr-hack -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-2addr-hack AND MIR SingleUseConsts
EXP_DBL_1483,Double_Disable,-disable-cgp,SingleUseConsts,-C llvm-args=-disable-cgp -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-cgp AND MIR SingleUseConsts
EXP_DBL_1484,Double_Disable,-disable-cgp-gc-opts,SingleUseConsts,-C llvm-args=-disable-cgp-gc-opts -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-cgp-gc-opts AND MIR SingleUseConsts
EXP_DBL_1485,Double_Disable,-disable-complex-addr-modes,SingleUseConsts,-C llvm-args=-disable-complex-addr-modes -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-complex-addr-modes AND MIR SingleUseConsts
EXP_DBL_1486,Double_Disable,-disable-dfa-sched,SingleUseConsts,-C llvm-args=-disable-dfa-sched -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-dfa-sched AND MIR SingleUseConsts
EXP_DBL_1487,Double_Disable,-disable-i2p-p2i-opt,SingleUseConsts,-C llvm-args=-disable-i2p-p2i-opt -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-i2p-p2i-opt AND MIR SingleUseConsts
EXP_DBL_1488,Double_Disable,-disable-mr-partial-inlining,SingleUseConsts,-C llvm-args=-disable-mr-partial-inlining -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-mr-partial-inlining AND MIR SingleUseConsts
EXP_DBL_1489,Double_Disable,-disable-partial-inlining,SingleUseConsts,-C llvm-args=-disable-partial-inlining -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-partial-inlining AND MIR SingleUseConsts
EXP_DBL_1490,Double_Disable,-disable-partial-libcall-inlining,SingleUseConsts,-C llvm-args=-disable-partial-libcall-inlining -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-partial-libcall-inlining AND MIR SingleUseConsts
EXP_DBL_1491,Double_Disable,-disable-peephole,SingleUseConsts,-C llvm-args=-disable-peephole -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-peephole AND MIR SingleUseConsts
EXP_DBL_1492,Double_Disable,-disable-post-ra,SingleUseConsts,-C llvm-args=-disable-post-ra -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-post-ra AND MIR SingleUseConsts
EXP_DBL_1493,Double_Disable,-disable-spill-fusing,SingleUseConsts,-C llvm-args=-disable-spill-fusing -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-spill-fusing AND MIR SingleUseConsts
EXP_DBL_1494,Double_Disable,-disable-strictnode-mutation,SingleUseConsts,-C llvm-args=-disable-strictnode-mutation -Z mir-enable-passes=-SingleUseConsts,Disable LLVM -disable-strictnode-mutation AND MIR SingleUseConsts
EXP_DBL_1495,Double_Disable,-disable-binop-extract-shuffle,UnreachableEnumBranching,-C llvm-args=-disable-binop-extract-shuffle -Z mir-enable-passes=-UnreachableEnumBranching,Disable LLVM -disable-binop-extract-shuffle AND MIR UnreachableEnumBranching
EXP_DBL_1496,Double_Disable,-disable-expand-reductions,UnreachableEnumBranching,-C llvm-args=-disable-expand-reductions -Z mir-enable-passes=-UnreachableEnumBranching,Disable LLVM -disable-expand-reductions AND MIR UnreachableEnumBranching
