config_id,config_name,mir_disabled_count,llvm_disabled_count,mir_disabled_list,llvm_disabled_list
890,RANDOM_CONFIG_0890,8,18,DeadStoreElimination-final;EnumSizeOpt;ForceInline;GVN;ReferencePropagation;ScalarReplacementOfAggregates;SingleUseConsts;UnreachablePropagation,adv-copy-opt;block-placement;cfi-fixup;cgdata-for-merging;cgp;chr;cleanups;early-ifcvt;icp;interleaved-load-combine;lsr;machine-dce;phi-elim-edge-splitting;promote-alloca-to-vector;ssc;vector-combine;vp;whole-program-visibility
891,RANDOM_CONFIG_0891,7,21,CopyProp;DataflowConstProp;DeadStoreElimination-final;DestinationPropagation;EnumSizeOpt;MatchBranchSimplification;SingleUseConsts,block-placement;cfi-fixup;cgp;cgp-store-extract;chr;demotion;dfa-sched;ifcvt-triangle;last-run-tracking;lftr;loop-idiom-vectorize-bytecmp;machine-sink;mergeicmps;nofree-inference;non-allocatable-phys-copy-opt;peephole;postra-machine-licm;sample-loader-inlining;select-optimize;tail-calls;whole-program-visibility
892,RANDOM_CONFIG_0892,7,32,DeadStoreElimination-final;InstSimplify-after-simplifycfg;JumpThreading;MatchBranchSimplification;ScalarReplacementOfAggregates;SingleUseConsts;UnreachablePropagation,adv-copy-opt;binop-extract-shuffle;bitcode-version-upgrade;cfi-fixup;cgp;cgp-branch-opts;cgp-ext-ld-promotion;complex-addr-modes;copyprop;gep-const-evaluation;i2p-p2i-opt;ifcvt-triangle;ifcvt-triangle-rev;interleaved-load-combine;last-run-tracking;lftr;loop-level-heuristics;lsr;machine-dce;machine-licm;nofree-inference;nounwind-inference;post-ra;postra-machine-sink;preinline;select-optimize;spill-fusing;ssc;strictnode-mutation;tail-duplicate;vp;whole-program-visibility
893,RANDOM_CONFIG_0893,5,25,DataflowConstProp;DestinationPropagation;InstSimplify-after-simplifycfg;ReferencePropagation;UnreachablePropagation,advanced-peeling;block-placement;cgp-branch-opts;cgp-store-extract;cleanups;complex-addr-modes;copyprop;demotion;early-ifcvt;early-taildup;global-outlining;i2p-p2i-opt;ifcvt-diamond;ifcvt-simple;ifcvt-simple-false;machine-licm;machine-sink;memop-opt;nounwind-inference;peephole;postra-machine-sink;ra-fsprofile-loader;spill-fusing;type-promotion;vp
894,RANDOM_CONFIG_0894,7,25,DataflowConstProp;EarlyOtherwiseBranch;EnumSizeOpt;ForceInline;ImpossiblePredicates;JumpThreading;ReferencePropagation,advanced-peeling;binop-extract-shuffle;cgp-ext-ld-promotion;cgp-gc-opts;copyprop;dfa-sched;icp;ifcvt-diamond;ifcvt-simple-false;ifcvt-triangle-false;last-run-tracking;machine-cse;machine-licm;non-allocatable-phys-copy-opt;ondemand-mds-loading;partial-libcall-inlining;post-ra;preheader-prot;preinline;sample-loader-inlining;select-optimize;separate-const-offset-from-gep;spill-fusing;strictnode-mutation;vp
895,RANDOM_CONFIG_0895,3,21,InstSimplify-before-inline;UnreachableEnumBranching;UnreachablePropagation,binop-extract-shuffle;block-placement;cgdata-for-merging;copyprop;early-taildup;ifcvt-diamond;ifcvt-forked-diamond;last-run-tracking;lftr;loop-idiom-vectorize-bytecmp;mergeicmps;mr-partial-inlining;non-allocatable-phys-copy-opt;nounwind-inference;partial-inlining;post-ra;postra-machine-sink;sample-loader-inlining;vector-combine;vp;whole-program-visibility
896,RANDOM_CONFIG_0896,5,30,DataflowConstProp;EnumSizeOpt;Inline;ReferencePropagation;UnreachableEnumBranching,adv-copy-opt;auto-upgrade-debug-info;cfi-fixup;cgp;cgp-branch-opts;cgp-gc-opts;complex-addr-modes;constant-hoisting;early-ifcvt;expand-reductions;global-outlining;icp;ifcvt-simple-false;interleaved-load-combine;last-run-tracking;lftr;licm-promotion;machine-cse;machine-dce;memop-opt;non-allocatable-phys-copy-opt;ondemand-mds-loading;partial-inlining;partial-libcall-inlining;peephole;phi-elim-edge-splitting;post-ra;promote-alloca-to-vector;vector-combine;whole-program-visibility
897,RANDOM_CONFIG_0897,7,26,DataflowConstProp;DestinationPropagation;EnumSizeOpt;ImpossiblePredicates;Inline;SingleUseConsts;UnreachableEnumBranching,advanced-peeling;binop-extract-shuffle;bitcode-version-upgrade;branch-fold;cfi-fixup;cgdata-for-merging;cgp-delete-phis;complex-addr-modes;constant-hoisting;dfa-sched;global-outlining;ifcvt-simple;ifcvt-simple-false;ifcvt-triangle;lftr;lsr;machine-cse;mr-partial-inlining;non-allocatable-phys-copy-opt;peephole;phi-elim-edge-splitting;postra-machine-sink;preheader-prot;preinline;sample-loader-inlining;tail-duplicate
898,RANDOM_CONFIG_0898,4,28,DataflowConstProp;EarlyOtherwiseBranch;ReferencePropagation;UnreachablePropagation,adv-copy-opt;branch-fold;cgp-ext-ld-promotion;chr;copyprop;early-ifcvt;i2p-p2i-opt;ifcvt-diamond;ifcvt-forked-diamond;ifcvt-simple;ifcvt-triangle;interleaved-load-combine;last-run-tracking;licm-promotion;lsr;mr-partial-inlining;nounwind-inference;partial-inlining;peephole;post-ra;preheader-prot;replace-with-vec-lib;sample-loader-inlining;separate-const-offset-from-gep;spill-fusing;ssc;tail-duplicate;vector-combine
899,RANDOM_CONFIG_0899,4,31,Inline;JumpThreading;MatchBranchSimplification;ScalarReplacementOfAggregates,2addr-hack;advanced-peeling;binop-extract-shuffle;cfi-fixup;cgp-delete-phis;cgp-gc-opts;cgp-store-extract;cleanups;early-taildup;expand-reductions;gep-const-evaluation;icp;ifcvt-triangle;ifcvt-triangle-rev;lftr;machine-dce;machine-licm;mergeicmps;nofree-inference;non-allocatable-phys-copy-opt;post-ra;postra-machine-licm;preheader-prot;preinline;ra-fsprofile-loader;sample-loader-inlining;strictnode-mutation;tail-duplicate;type-promotion;vector-combine;vp
900,RANDOM_CONFIG_0900,5,28,EarlyOtherwiseBranch;ForceInline;InstSimplify-after-simplifycfg;InstSimplify-before-inline;ScalarReplacementOfAggregates,2addr-hack;cfi-fixup;cgdata-for-merging;cgp;cgp-ext-ld-promotion;complex-addr-modes;early-ifcvt;early-taildup;ifcvt-diamond;ifcvt-forked-diamond;ifcvt-simple;ifcvt-simple-false;loop-idiom-vectorize-all;loop-idiom-vectorize-bytecmp;machine-sink;mr-partial-inlining;nounwind-inference;partial-inlining;partial-libcall-inlining;post-ra;preheader-prot;promote-alloca-to-vector;replace-with-vec-lib;separate-const-offset-from-gep;ssc;tail-calls;tail-duplicate;vp
901,RANDOM_CONFIG_0901,4,28,EnumSizeOpt;ForceInline;ImpossiblePredicates;ReferencePropagation,auto-upgrade-debug-info;binop-extract-shuffle;bitcode-version-upgrade;block-placement;cgp-branch-opts;cgp-ext-ld-promotion;cgp-gc-opts;constant-hoisting;gep-const-evaluation;i2p-p2i-opt;ifcvt-simple;interleaved-load-combine;machine-cse;machine-dce;machine-licm;machine-sink;mergeicmps;nounwind-inference;ondemand-mds-loading;partial-inlining;partial-libcall-inlining;phi-elim-edge-splitting;postra-machine-sink;preheader-prot;promote-alloca-to-vector;sample-loader-inlining;thinlto-funcattrs;vector-combine
902,RANDOM_CONFIG_0902,6,26,DeadStoreElimination-initial;DestinationPropagation;GVN;InstSimplify-before-inline;MatchBranchSimplification;ReferencePropagation,2addr-hack;advanced-peeling;bitcode-version-upgrade;block-placement;cgp;cgp-ext-ld-promotion;complex-addr-modes;constant-hoisting;copyprop;demotion;early-ifcvt;ifcvt-triangle;licm-promotion;loop-idiom-vectorize-all;machine-cse;machine-sink;nounwind-inference;ondemand-mds-loading;postra-machine-licm;postra-machine-sink;preinline;ra-fsprofile-loader;select-optimize;type-promotion;vp;whole-program-visibility
903,RANDOM_CONFIG_0903,5,26,DeadStoreElimination-initial;EnumSizeOpt;GVN;Inline;UnreachableEnumBranching,2addr-hack;advanced-peeling;cfi-fixup;cgp-branch-opts;cgp-ext-ld-promotion;cgp-select2branch;cgp-store-extract;chr;constant-hoisting;copyprop;expand-reductions;gep-const-evaluation;ifcvt-diamond;ifcvt-forked-diamond;lftr;loop-level-heuristics;machine-dce;machine-licm;mergeicmps;mr-partial-inlining;post-ra;preheader-prot;ra-fsprofile-loader;select-optimize;strictnode-mutation;type-promotion
904,RANDOM_CONFIG_0904,5,21,DataflowConstProp;DeadStoreElimination-initial;EnumSizeOpt;Inline;MatchBranchSimplification,cfi-fixup;cgp-delete-phis;cgp-select2branch;demotion;global-outlining;i2p-p2i-opt;ifcvt-diamond;ifcvt-triangle;ifcvt-triangle-false;loop-level-heuristics;machine-dce;memop-opt;mergeicmps;postra-machine-sink;promote-alloca-to-vector;select-optimize;spill-fusing;strictnode-mutation;tail-calls;tail-duplicate;vector-combine
905,RANDOM_CONFIG_0905,5,28,DataflowConstProp;EarlyOtherwiseBranch;ForceInline;InstSimplify-before-inline;JumpThreading,binop-extract-shuffle;bitcode-version-upgrade;branch-fold;cgp;cgp-branch-opts;cgp-select2branch;complex-addr-modes;copyprop;demotion;dfa-sched;early-ifcvt;expand-reductions;gep-const-evaluation;i2p-p2i-opt;icp;ifcvt-triangle-false;interleaved-load-combine;last-run-tracking;lftr;licm-promotion;loop-idiom-vectorize-bytecmp;machine-cse;mr-partial-inlining;phi-elim-edge-splitting;preheader-prot;sample-loader-inlining;select-optimize;tail-duplicate
906,RANDOM_CONFIG_0906,7,22,DataflowConstProp;DeadStoreElimination-final;DestinationPropagation;InstSimplify-before-inline;SingleUseConsts;UnreachableEnumBranching;UnreachablePropagation,advanced-peeling;cgp-branch-opts;cgp-delete-phis;cgp-ext-ld-promotion;constant-hoisting;demotion;early-ifcvt;early-taildup;expand-reductions;gep-const-evaluation;icp;ifcvt-diamond;layout-fsprofile-loader;lftr;licm-promotion;lsr;machine-licm;partial-libcall-inlining;postra-machine-sink;ra-fsprofile-loader;ssc;whole-program-visibility
907,RANDOM_CONFIG_0907,9,25,CopyProp;DataflowConstProp;EarlyOtherwiseBranch;ForceInline;ImpossiblePredicates;Inline;InstSimplify-before-inline;MatchBranchSimplification;SingleUseConsts,advanced-peeling;block-placement;branch-fold;cgdata-for-merging;cgp;cgp-gc-opts;complex-addr-modes;demotion;global-outlining;icp;ifcvt-diamond;last-run-tracking;layout-fsprofile-loader;loop-idiom-vectorize-bytecmp;loop-level-heuristics;memop-opt;nounwind-inference;partial-inlining;partial-libcall-inlining;postra-machine-licm;postra-machine-sink;promote-alloca-to-vector;sample-loader-inlining;spill-fusing;tail-duplicate
908,RANDOM_CONFIG_0908,7,27,CopyProp;ForceInline;GVN;InstSimplify-after-simplifycfg;InstSimplify-before-inline;SingleUseConsts;UnreachablePropagation,2addr-hack;adv-copy-opt;advanced-peeling;bitcode-version-upgrade;branch-fold;cgp-gc-opts;constant-hoisting;ifcvt-diamond;ifcvt-forked-diamond;ifcvt-triangle-rev;licm-promotion;loop-idiom-vectorize-all;loop-idiom-vectorize-bytecmp;lsr;machine-licm;machine-sink;memop-opt;mr-partial-inlining;nofree-inference;nounwind-inference;ondemand-mds-loading;replace-with-vec-lib;strictnode-mutation;tail-calls;tail-duplicate;type-promotion;whole-program-visibility
909,RANDOM_CONFIG_0909,9,20,CopyProp;DeadStoreElimination-final;ImpossiblePredicates;InstSimplify-after-simplifycfg;InstSimplify-before-inline;MatchBranchSimplification;ScalarReplacementOfAggregates;SingleUseConsts;UnreachablePropagation,2addr-hack;cgdata-for-merging;cgp;cgp-gc-opts;cgp-store-extract;expand-reductions;i2p-p2i-opt;icp;ifcvt-triangle;interleaved-load-combine;layout-fsprofile-loader;loop-level-heuristics;lsr;nofree-inference;partial-inlining;partial-libcall-inlining;postra-machine-sink;separate-const-offset-from-gep;strictnode-mutation;tail-duplicate
910,RANDOM_CONFIG_0910,4,30,DeadStoreElimination-final;DeadStoreElimination-initial;Inline;MatchBranchSimplification,2addr-hack;advanced-peeling;binop-extract-shuffle;cfi-fixup;cgp-delete-phis;cgp-store-extract;chr;cleanups;early-ifcvt;gep-const-evaluation;icp;ifcvt-diamond;ifcvt-simple;ifcvt-triangle;ifcvt-triangle-false;interleaved-load-combine;layout-fsprofile-loader;lftr;licm-promotion;machine-dce;memop-opt;nounwind-inference;partial-libcall-inlining;peephole;postra-machine-licm;preinline;replace-with-vec-lib;select-optimize;separate-const-offset-from-gep;spill-fusing
911,RANDOM_CONFIG_0911,8,29,DeadStoreElimination-final;DestinationPropagation;EarlyOtherwiseBranch;GVN;ImpossiblePredicates;ReferencePropagation;SingleUseConsts;UnreachablePropagation,cfi-fixup;cgp-ext-ld-promotion;chr;cleanups;constant-hoisting;demotion;early-taildup;expand-reductions;global-outlining;icp;ifcvt-diamond;ifcvt-simple-false;ifcvt-triangle;ifcvt-triangle-rev;interleaved-load-combine;layout-fsprofile-loader;lftr;loop-idiom-vectorize-bytecmp;machine-dce;memop-opt;nofree-inference;non-allocatable-phys-copy-opt;postra-machine-licm;preinline;ra-fsprofile-loader;sample-loader-inlining;ssc;tail-duplicate;whole-program-visibility
912,RANDOM_CONFIG_0912,7,26,CopyProp;ForceInline;ImpossiblePredicates;InstSimplify-after-simplifycfg;MatchBranchSimplification;UnreachableEnumBranching;UnreachablePropagation,2addr-hack;adv-copy-opt;advanced-peeling;auto-upgrade-debug-info;bitcode-version-upgrade;cgdata-for-merging;complex-addr-modes;i2p-p2i-opt;ifcvt-simple-false;layout-fsprofile-loader;lftr;loop-idiom-vectorize-all;loop-level-heuristics;machine-cse;machine-dce;memop-opt;mergeicmps;non-allocatable-phys-copy-opt;ondemand-mds-loading;partial-inlining;postra-machine-licm;preheader-prot;replace-with-vec-lib;strictnode-mutation;tail-duplicate;thinlto-funcattrs
913,RANDOM_CONFIG_0913,6,34,CopyProp;GVN;ImpossiblePredicates;Inline;ReferencePropagation;UnreachableEnumBranching,2addr-hack;adv-copy-opt;advanced-peeling;auto-upgrade-debug-info;branch-fold;cgp-delete-phis;cgp-select2branch;chr;copyprop;dfa-sched;early-ifcvt;early-taildup;i2p-p2i-opt;ifcvt-forked-diamond;ifcvt-triangle;ifcvt-triangle-false;ifcvt-triangle-rev;loop-idiom-vectorize-bytecmp;machine-dce;machine-licm;memop-opt;nofree-inference;non-allocatable-phys-copy-opt;ondemand-mds-loading;partial-libcall-inlining;phi-elim-edge-splitting;postra-machine-licm;ra-fsprofile-loader;replace-with-vec-lib;select-optimize;separate-const-offset-from-gep;strictnode-mutation;thinlto-funcattrs;vp
914,RANDOM_CONFIG_0914,5,23,DataflowConstProp;DestinationPropagation;EnumSizeOpt;ImpossiblePredicates;SingleUseConsts,2addr-hack;bitcode-version-upgrade;block-placement;cgp;cgp-branch-opts;cgp-select2branch;constant-hoisting;demotion;lftr;licm-promotion;loop-idiom-vectorize-bytecmp;mergeicmps;ondemand-mds-loading;partial-inlining;phi-elim-edge-splitting;preheader-prot;replace-with-vec-lib;sample-loader-inlining;tail-duplicate;thinlto-funcattrs;type-promotion;vp;whole-program-visibility
915,RANDOM_CONFIG_0915,7,30,DeadStoreElimination-final;EarlyOtherwiseBranch;ForceInline;GVN;MatchBranchSimplification;SingleUseConsts;UnreachablePropagation,bitcode-version-upgrade;block-placement;cfi-fixup;cgp;cgp-ext-ld-promotion;cgp-select2branch;cgp-store-extract;chr;complex-addr-modes;constant-hoisting;early-taildup;i2p-p2i-opt;icp;ifcvt-triangle-rev;licm-promotion;loop-idiom-vectorize-all;machine-dce;mergeicmps;mr-partial-inlining;nounwind-inference;ondemand-mds-loading;partial-libcall-inlining;phi-elim-edge-splitting;post-ra;postra-machine-licm;promote-alloca-to-vector;replace-with-vec-lib;select-optimize;separate-const-offset-from-gep;whole-program-visibility
916,RANDOM_CONFIG_0916,5,19,CopyProp;InstSimplify-after-simplifycfg;MatchBranchSimplification;ScalarReplacementOfAggregates;SingleUseConsts,auto-upgrade-debug-info;block-placement;cgdata-for-merging;cgp-ext-ld-promotion;cgp-store-extract;chr;constant-hoisting;demotion;early-ifcvt;ifcvt-triangle-false;layout-fsprofile-loader;lftr;loop-level-heuristics;lsr;postra-machine-sink;preheader-prot;promote-alloca-to-vector;replace-with-vec-lib;type-promotion
917,RANDOM_CONFIG_0917,7,20,DeadStoreElimination-final;DestinationPropagation;GVN;InstSimplify-after-simplifycfg;ReferencePropagation;SingleUseConsts;UnreachablePropagation,2addr-hack;adv-copy-opt;constant-hoisting;copyprop;demotion;global-outlining;i2p-p2i-opt;ifcvt-diamond;last-run-tracking;licm-promotion;nofree-inference;non-allocatable-phys-copy-opt;postra-machine-licm;postra-machine-sink;preinline;promote-alloca-to-vector;ra-fsprofile-loader;replace-with-vec-lib;strictnode-mutation;whole-program-visibility
918,RANDOM_CONFIG_0918,8,24,CopyProp;DeadStoreElimination-final;EnumSizeOpt;ForceInline;InstSimplify-after-simplifycfg;JumpThreading;MatchBranchSimplification;ReferencePropagation,auto-upgrade-debug-info;cfi-fixup;cgdata-for-merging;cgp-branch-opts;cgp-delete-phis;cgp-select2branch;cgp-store-extract;constant-hoisting;copyprop;dfa-sched;expand-reductions;global-outlining;ifcvt-simple;layout-fsprofile-loader;machine-cse;memop-opt;non-allocatable-phys-copy-opt;peephole;preheader-prot;preinline;ra-fsprofile-loader;tail-calls;thinlto-funcattrs;whole-program-visibility
919,RANDOM_CONFIG_0919,13,28,CopyProp;DeadStoreElimination-final;DeadStoreElimination-initial;DestinationPropagation;ForceInline;GVN;ImpossiblePredicates;InstSimplify-after-simplifycfg;JumpThreading;ScalarReplacementOfAggregates;SingleUseConsts;UnreachableEnumBranching;UnreachablePropagation,advanced-peeling;branch-fold;cfi-fixup;cgp;cgp-delete-phis;cgp-select2branch;cleanups;constant-hoisting;gep-const-evaluation;global-outlining;ifcvt-diamond;ifcvt-forked-diamond;ifcvt-simple;ifcvt-simple-false;ifcvt-triangle;lftr;licm-promotion;loop-idiom-vectorize-all;machine-dce;memop-opt;non-allocatable-phys-copy-opt;nounwind-inference;phi-elim-edge-splitting;post-ra;preinline;sample-loader-inlining;select-optimize;strictnode-mutation
920,RANDOM_CONFIG_0920,9,22,DeadStoreElimination-final;EarlyOtherwiseBranch;EnumSizeOpt;ForceInline;GVN;ImpossiblePredicates;MatchBranchSimplification;ReferencePropagation;UnreachablePropagation,branch-fold;cgp-store-extract;cleanups;demotion;early-taildup;i2p-p2i-opt;ifcvt-diamond;ifcvt-forked-diamond;ifcvt-triangle-rev;layout-fsprofile-loader;loop-idiom-vectorize-bytecmp;machine-dce;machine-licm;memop-opt;phi-elim-edge-splitting;postra-machine-sink;preheader-prot;select-optimize;separate-const-offset-from-gep;ssc;strictnode-mutation;tail-duplicate
921,RANDOM_CONFIG_0921,5,24,DataflowConstProp;DeadStoreElimination-initial;EarlyOtherwiseBranch;InstSimplify-before-inline;ScalarReplacementOfAggregates,adv-copy-opt;block-placement;cgdata-for-merging;cgp;cgp-gc-opts;cgp-select2branch;chr;complex-addr-modes;copyprop;icp;ifcvt-simple;interleaved-load-combine;loop-idiom-vectorize-all;loop-level-heuristics;machine-dce;machine-sink;nounwind-inference;partial-inlining;peephole;phi-elim-edge-splitting;post-ra;replace-with-vec-lib;tail-calls;thinlto-funcattrs
922,RANDOM_CONFIG_0922,7,29,DeadStoreElimination-initial;DestinationPropagation;ForceInline;ImpossiblePredicates;Inline;MatchBranchSimplification;UnreachableEnumBranching,2addr-hack;auto-upgrade-debug-info;bitcode-version-upgrade;cgdata-for-merging;complex-addr-modes;copyprop;gep-const-evaluation;global-outlining;i2p-p2i-opt;ifcvt-simple;ifcvt-triangle-false;interleaved-load-combine;licm-promotion;lsr;machine-dce;machine-licm;memop-opt;mergeicmps;mr-partial-inlining;nounwind-inference;partial-inlining;phi-elim-edge-splitting;promote-alloca-to-vector;sample-loader-inlining;select-optimize;strictnode-mutation;tail-calls;tail-duplicate;type-promotion
923,RANDOM_CONFIG_0923,9,22,CopyProp;DeadStoreElimination-initial;DestinationPropagation;EnumSizeOpt;ForceInline;GVN;ImpossiblePredicates;InstSimplify-after-simplifycfg;ScalarReplacementOfAggregates,advanced-peeling;binop-extract-shuffle;block-placement;cgp-ext-ld-promotion;cgp-gc-opts;chr;cleanups;early-taildup;ifcvt-triangle-false;interleaved-load-combine;layout-fsprofile-loader;licm-promotion;loop-idiom-vectorize-all;mr-partial-inlining;non-allocatable-phys-copy-opt;nounwind-inference;partial-libcall-inlining;peephole;preheader-prot;separate-const-offset-from-gep;ssc;type-promotion
924,RANDOM_CONFIG_0924,10,24,DeadStoreElimination-final;DeadStoreElimination-initial;EarlyOtherwiseBranch;EnumSizeOpt;ForceInline;Inline;MatchBranchSimplification;ReferencePropagation;ScalarReplacementOfAggregates;UnreachableEnumBranching,2addr-hack;adv-copy-opt;binop-extract-shuffle;cgdata-for-merging;cgp-gc-opts;cgp-select2branch;cleanups;complex-addr-modes;constant-hoisting;expand-reductions;icp;ifcvt-triangle-false;lftr;loop-idiom-vectorize-all;mr-partial-inlining;non-allocatable-phys-copy-opt;nounwind-inference;partial-libcall-inlining;phi-elim-edge-splitting;preinline;ra-fsprofile-loader;select-optimize;spill-fusing;whole-program-visibility
925,RANDOM_CONFIG_0925,5,26,CopyProp;ForceInline;MatchBranchSimplification;ScalarReplacementOfAggregates;UnreachableEnumBranching,adv-copy-opt;block-placement;cgp;cgp-delete-phis;cgp-gc-opts;cgp-select2branch;constant-hoisting;demotion;early-ifcvt;global-outlining;ifcvt-forked-diamond;ifcvt-triangle-rev;layout-fsprofile-loader;licm-promotion;loop-level-heuristics;machine-sink;mergeicmps;mr-partial-inlining;non-allocatable-phys-copy-opt;post-ra;postra-machine-licm;postra-machine-sink;preheader-prot;sample-loader-inlining;ssc;tail-calls
926,RANDOM_CONFIG_0926,3,27,EarlyOtherwiseBranch;ImpossiblePredicates;UnreachablePropagation,binop-extract-shuffle;branch-fold;cgp-delete-phis;cleanups;complex-addr-modes;dfa-sched;early-ifcvt;expand-reductions;icp;ifcvt-diamond;ifcvt-simple;ifcvt-triangle-false;ifcvt-triangle-rev;last-run-tracking;lftr;loop-idiom-vectorize-all;loop-level-heuristics;machine-licm;memop-opt;mr-partial-inlining;partial-inlining;partial-libcall-inlining;post-ra;replace-with-vec-lib;ssc;tail-calls;thinlto-funcattrs
927,RANDOM_CONFIG_0927,11,34,DataflowConstProp;DeadStoreElimination-final;DeadStoreElimination-initial;DestinationPropagation;EarlyOtherwiseBranch;ForceInline;Inline;InstSimplify-after-simplifycfg;MatchBranchSimplification;ReferencePropagation;UnreachablePropagation,bitcode-version-upgrade;block-placement;branch-fold;cfi-fixup;cgdata-for-merging;chr;complex-addr-modes;demotion;dfa-sched;early-ifcvt;expand-reductions;gep-const-evaluation;icp;ifcvt-simple;ifcvt-simple-false;last-run-tracking;loop-idiom-vectorize-all;loop-idiom-vectorize-bytecmp;lsr;machine-dce;machine-licm;memop-opt;nofree-inference;ondemand-mds-loading;phi-elim-edge-splitting;preinline;ra-fsprofile-loader;replace-with-vec-lib;sample-loader-inlining;ssc;strictnode-mutation;tail-calls;vector-combine;vp
928,RANDOM_CONFIG_0928,8,24,CopyProp;DestinationPropagation;EarlyOtherwiseBranch;GVN;InstSimplify-after-simplifycfg;MatchBranchSimplification;ScalarReplacementOfAggregates;UnreachablePropagation,2addr-hack;adv-copy-opt;bitcode-version-upgrade;block-placement;branch-fold;cgdata-for-merging;cgp;cgp-store-extract;dfa-sched;i2p-p2i-opt;ifcvt-forked-diamond;ifcvt-simple;ifcvt-triangle;interleaved-load-combine;layout-fsprofile-loader;licm-promotion;loop-idiom-vectorize-bytecmp;machine-licm;mr-partial-inlining;nounwind-inference;sample-loader-inlining;separate-const-offset-from-gep;spill-fusing;tail-calls
929,RANDOM_CONFIG_0929,6,27,DeadStoreElimination-initial;ForceInline;Inline;InstSimplify-before-inline;MatchBranchSimplification;ReferencePropagation,auto-upgrade-debug-info;binop-extract-shuffle;branch-fold;cfi-fixup;cgdata-for-merging;cgp-delete-phis;constant-hoisting;early-taildup;gep-const-evaluation;icp;ifcvt-forked-diamond;interleaved-load-combine;loop-idiom-vectorize-all;machine-dce;mergeicmps;nounwind-inference;ondemand-mds-loading;peephole;post-ra;postra-machine-licm;preheader-prot;preinline;promote-alloca-to-vector;spill-fusing;tail-duplicate;thinlto-funcattrs;vector-combine
930,RANDOM_CONFIG_0930,4,16,CopyProp;InstSimplify-after-simplifycfg;InstSimplify-before-inline;SingleUseConsts,block-placement;cfi-fixup;cgp;cgp-gc-opts;demotion;ifcvt-simple-false;ifcvt-triangle;licm-promotion;lsr;non-allocatable-phys-copy-opt;postra-machine-sink;select-optimize;strictnode-mutation;tail-calls;thinlto-funcattrs;vector-combine
931,RANDOM_CONFIG_0931,5,18,DataflowConstProp;EnumSizeOpt;GVN;InstSimplify-after-simplifycfg;UnreachablePropagation,2addr-hack;cgp-branch-opts;cgp-select2branch;chr;constant-hoisting;early-ifcvt;global-outlining;icp;ifcvt-diamond;loop-level-heuristics;lsr;memop-opt;mergeicmps;ondemand-mds-loading;postra-machine-licm;select-optimize;separate-const-offset-from-gep;type-promotion
932,RANDOM_CONFIG_0932,8,25,CopyProp;DeadStoreElimination-final;DestinationPropagation;EnumSizeOpt;InstSimplify-before-inline;MatchBranchSimplification;ScalarReplacementOfAggregates;SingleUseConsts,auto-upgrade-debug-info;binop-extract-shuffle;cgdata-for-merging;cgp-branch-opts;cgp-delete-phis;cgp-gc-opts;chr;complex-addr-modes;copyprop;demotion;dfa-sched;i2p-p2i-opt;loop-idiom-vectorize-bytecmp;loop-level-heuristics;machine-cse;mergeicmps;nofree-inference;phi-elim-edge-splitting;post-ra;postra-machine-licm;ra-fsprofile-loader;ssc;thinlto-funcattrs;vp;whole-program-visibility
933,RANDOM_CONFIG_0933,8,24,DataflowConstProp;GVN;InstSimplify-after-simplifycfg;MatchBranchSimplification;ReferencePropagation;ScalarReplacementOfAggregates;SingleUseConsts;UnreachableEnumBranching,adv-copy-opt;auto-upgrade-debug-info;binop-extract-shuffle;cgdata-for-merging;cgp;cgp-branch-opts;cgp-gc-opts;cgp-select2branch;complex-addr-modes;demotion;dfa-sched;ifcvt-diamond;lftr;loop-idiom-vectorize-all;nofree-inference;nounwind-inference;ondemand-mds-loading;phi-elim-edge-splitting;post-ra;postra-machine-sink;preinline;separate-const-offset-from-gep;thinlto-funcattrs;vector-combine
934,RANDOM_CONFIG_0934,5,20,CopyProp;ImpossiblePredicates;ScalarReplacementOfAggregates;SingleUseConsts;UnreachableEnumBranching,2addr-hack;binop-extract-shuffle;cgp-select2branch;cgp-store-extract;chr;constant-hoisting;demotion;ifcvt-simple;layout-fsprofile-loader;lftr;loop-idiom-vectorize-bytecmp;lsr;machine-cse;nofree-inference;post-ra;postra-machine-sink;preheader-prot;tail-calls;vector-combine;vp
935,RANDOM_CONFIG_0935,6,21,DataflowConstProp;DeadStoreElimination-final;GVN;ReferencePropagation;SingleUseConsts;UnreachablePropagation,cgp-branch-opts;chr;cleanups;complex-addr-modes;copyprop;dfa-sched;early-ifcvt;global-outlining;i2p-p2i-opt;ifcvt-simple-false;ifcvt-triangle;last-run-tracking;lsr;machine-licm;machine-sink;nounwind-inference;postra-machine-sink;preheader-prot;tail-calls;tail-duplicate;vp
936,RANDOM_CONFIG_0936,6,20,DeadStoreElimination-initial;ForceInline;GVN;ImpossiblePredicates;JumpThreading;UnreachablePropagation,2addr-hack;cgdata-for-merging;cgp;cgp-ext-ld-promotion;complex-addr-modes;gep-const-evaluation;i2p-p2i-opt;ifcvt-triangle;lftr;loop-idiom-vectorize-all;loop-idiom-vectorize-bytecmp;mr-partial-inlining;non-allocatable-phys-copy-opt;partial-libcall-inlining;post-ra;postra-machine-licm;postra-machine-sink;spill-fusing;tail-duplicate;thinlto-funcattrs
